id,archivo,offset,tipo,longitud_original,texto_original,traduccion_ia,traduccion
3495,STGDATA.BIN,0x8E891E,dialogo,51,"Ah! Not once, but twice...[NL]Did I underestimate you?",,
3496,STGDATA.BIN,0x8E8952,dialogo,46,It's far too dangerous[NL]to continue this fight.,,
3497,STGDATA.BIN,0x8E8982,dialogo,20,It's not over...yet.,,
3498,STGDATA.BIN,0x8E8998,dialogo,38,"Come out, Woo![NL]You're going to get it!",,
3499,STGDATA.BIN,0x8E89C0,dialogo,50,Hahah! This is delightful.[NL]I finally got you back.,,
3500,STGDATA.BIN,0x8E89F4,dialogo,17,Argh! I hate you!,,
3501,STGDATA.BIN,0x8E8A06,dialogo,51,You're going to get hurt if you[NL]look the wrong way.,,
3502,STGDATA.BIN,0x8E8A3A,dialogo,14,Wait a minute!,,
3503,STGDATA.BIN,0x8E8CF4,dialogo,10,# of turns,,
3504,STGDATA.BIN,0x8E8D00,dialogo,13,NPC remaining,,
3505,STGDATA.BIN,0x8E8D0E,dialogo,16,Obstacles destro,,
3506,STGDATA.BIN,0x8E942A,dialogo,10,õ[0x04]Xiao Hua,,
3507,STGDATA.BIN,0x8E9752,dialogo,11,[0x89][0x06]Shangdi 1,,
3508,STGDATA.BIN,0x8E9948,dialogo,11,[0x84][0x07]WZR Pilot,,
3509,STGDATA.BIN,0x8E9E00,dialogo,8,ß[0x09]Wude 3,,
3510,STGDATA.BIN,0x8EF250,dialogo,11,[0x08]4WZR Pilot,,
3511,STGDATA.BIN,0x8F1B46,dialogo,23,@[NAME_START]2´P[0x0F][0x88][0x07]a[0x0D]í{¢3¨Ã`1#|`0´,,
3512,STGDATA.BIN,0x8F1F58,dialogo,14,»o¨o[0x10][0x11][0x07][NAME_END] p[0x17]y [0x7F],,
3513,STGDATA.BIN,0x8F246C,dialogo,14,¨o»o[0x11][0x10][NAME_END][0x07] [0x7F][0x17]y p,,
3514,STGDATA.BIN,0x8F3C9C,dialogo,72,ÿG >ÿko[NAME_END]ÿk¯>ÿG`[NAME_END]5[0x90] >5ho[NAME_END]5h¯>5[0x90]`[NAME_END]KD >K°o[NAME_END]K°¯>KD`[NAME_END]5°O=5D@=ÿ³¯>5DÀ[0x02]5°Ï[0x02]ÿ³o[NAME_END],,
3515,STGDATA.BIN,0x8F4180,dialogo,72,µG`[NAME_END][NAME_END]D`[NAME_END][NAME_END]D >µG >Ë[0x93]`[NAME_END]Ë[0x93] >Ëko[NAME_END][NAME_END]ho[NAME_END][NAME_END]°o[NAME_END]Ëk¯>[NAME_END]°¯>[NAME_END]h¯>Ë³Ï[0x02]µ³o[NAME_END]Ë³O=µ³¯>ËGÀ[0x02]ËG@=,,
3516,STGDATA.BIN,0x8F4E0D,dialogo,18,"`c[0x08].Ë[0x90]7G[0x9F]Ý:,÷í<ò<a",,
3517,STGDATA.BIN,0x8F6E61,sistema,35,´R4[0x11]×n=[0x8B]Ë>[0x0D]uÈ>[0x0D]ïÔn=[0x86]ëÎ2zèÎ2[CMD]#!;ç !;,,
3518,STGDATA.BIN,0x8F72FA,dialogo,8,[0x05][0x03]/o[0x17]y o,,
3519,STGDATA.BIN,0x8F7E70,dialogo,47,é§0=ék >ék`[NAME_END]éSÐ[0x02]é·o[NAME_END]é{ß[0x02]éÏ?=é·¯>é{[0x1F]?ÚK[0x10]?Ú×[0x1F]?Ú×ÿ,,
3520,STGDATA.BIN,0x9082F6,dialogo,7,ÿ?à?à a,,
3521,STGDATA.BIN,0x9096A0,dialogo,19,_?_^???^b[NAME_END]^[NAME_END]c[NAME_END]a[NAME_END]À|8,,
3522,STGDATA.BIN,0x9096C4,dialogo,19,? ??[0x1F] [0x1F]?d[NAME_END]b[NAME_END]e[NAME_END]c[NAME_END]À|8,,
3523,STGDATA.BIN,0x90979C,dialogo,19,¿ ¿¿   ¿c[NAME_END]a[NAME_END]g[NAME_END]f[NAME_END]A|8,,
3524,STGDATA.BIN,0x90C21A,dialogo,77,V[NAME_END]U[NAME_END]W[NAME_END]V[NAME_END][[NAME_END]W[NAME_END]Z[NAME_END][[NAME_END]\[NAME_END]Z[NAME_END]^[NAME_END]\[NAME_END]b[NAME_END]^[NAME_END]a[NAME_END]b[NAME_END]c[NAME_END]a[NAME_END]f[NAME_END]c[NAME_END]g[NAME_END]f[NAME_END]L[NAME_END]g[NAME_END]M[NAME_END]L[NAME_END]7[NAME_END]M[NAME_END]:[NAME_END]6[NAME_END]K[NAME_END]9[NAME_END];[NAME_END]K[NAME_END]R[NAME_END];[NAME_END]=[NAME_END]R[NAME_END][ITEM_START],,
3525,STGDATA.BIN,0x90C292,dialogo,65,][NAME_END]\[NAME_END]b[NAME_END]][NAME_END]d[NAME_END]b[NAME_END]c[NAME_END]d[NAME_END]e[NAME_END]c[NAME_END]g[NAME_END]e[NAME_END]h[NAME_END]g[NAME_END]M[NAME_END]h[NAME_END]P[NAME_END]M[NAME_END]:[NAME_END]P[NAME_END]N[NAME_END]:[NAME_END]<[NAME_END]N[NAME_END]O[NAME_END]<[NAME_END]>[NAME_END]O[NAME_END]S[NAME_END]>[NAME_END]@[NAME_END]S[NAME_END][0x17],,
3526,STGDATA.BIN,0x90E48A,dialogo,11,This is it.,,
3527,STGDATA.BIN,0x90E4A0,dialogo,45,"Security's light.[NL]All right, we're attacking.",,
3528,STGDATA.BIN,0x90E4D2,dialogo,27,"Don't screw up, Moneymaker.",,
3529,STGDATA.BIN,0x90E4FA,dialogo,25,I'll show a thing or two.,,
3530,STGDATA.BIN,0x90E514,dialogo,21,"[NAME_START][NL], I'm almost there.",,
3531,STGDATA.BIN,0x90E52C,mision,132,[NL][NL]   Winning conditions:[NL][NL]    {All enemies destroyed[NL]     or made to surrender[NL][NL][NL]   Losing conditions:[NL][NL]    {Player pilots destroyed,,
3532,STGDATA.BIN,0x90E5C6,dialogo,9,Not here.,,
3533,STGDATA.BIN,0x90E5D0,dialogo,12,It's useless,,
3534,STGDATA.BIN,0x90E5DE,dialogo,17,We were so close.,,
3535,STGDATA.BIN,0x90E5F0,dialogo,22,The rest is up to you.,,
3536,STGDATA.BIN,0x90E60E,dialogo,37,It wasn't supposed to be[NL]like this...,,
3537,STGDATA.BIN,0x90E634,dialogo,10,It's over.,,
3538,STGDATA.BIN,0x90E640,dialogo,42,"Not once, but twice...[NL]I'll remember this.",,
3539,STGDATA.BIN,0x90E66C,dialogo,23,   Received [ITEM_START]Repair[ITEM_END]   ,,
3540,STGDATA.BIN,0x90E684,dialogo,25,  Received [ITEM_START]Repair Max[ITEM_END]  ,,
3541,STGDATA.BIN,0x90E69E,dialogo,26,  Received [ITEM_START]Restore Low[ITEM_END]  ,,
3542,STGDATA.BIN,0x90E6BA,dialogo,27,  Received [ITEM_START]Restore High[ITEM_END]  ,,
3543,STGDATA.BIN,0x90E6D6,dialogo,14,"Hey, you okay?",,
3544,STGDATA.BIN,0x90E6E6,dialogo,37,Of course![NL][0x1A][0x03]I've been through worse.,,
3545,STGDATA.BIN,0x90E70C,dialogo,14,Tough chick...,,
3546,STGDATA.BIN,0x90E71C,dialogo,17,By...the...way...,,
3547,STGDATA.BIN,0x90E744,dialogo,18,Where is my money?,,
3548,STGDATA.BIN,0x90E75E,dialogo,37,Money![NL]Dinero![NL]You said you hired me.,,
3549,STGDATA.BIN,0x90E784,dialogo,37,"Yeah, I said after I see[NL]your skills.",,
3550,STGDATA.BIN,0x90E7AA,dialogo,49,"So what do you think?[NL]It's obviously okay, right?",,
3551,STGDATA.BIN,0x90E7E0,menu,54,Save the chit chat.[NL]It's too dangerous here.[NL]Let's go.,,
3552,STGDATA.BIN,0x90E818,dialogo,19,"Yeah,[NL]you're right.",,
3553,STGDATA.BIN,0x90E82C,dialogo,34,"Hey, are you dodging my question!?",,
3554,STGDATA.BIN,0x90E850,dialogo,25,Are you listening!?[NL]Wait!,,
3555,STGDATA.BIN,0x90E86A,dialogo,15,That's strange.,,
3556,STGDATA.BIN,0x90E87A,dialogo,17,Kinda unexpected.,,
3557,STGDATA.BIN,0x90E88C,dialogo,23,"Hmm, something's fishy.",,
3558,STGDATA.BIN,0x90E8A4,dialogo,18,...They're coming.,,
3559,STGDATA.BIN,0x90E8B8,dialogo,16,That's too easy.,,
3560,STGDATA.BIN,0x90E8CA,dialogo,17,Something's up...,,
3561,STGDATA.BIN,0x90E8DC,dialogo,39,There isn't much resistance...[NL]strange.,,
3562,STGDATA.BIN,0x90E904,dialogo,15,...Long time...,,
3563,STGDATA.BIN,0x90E914,dialogo,32,Is it the Rapid Reaction Force!?,,
3564,STGDATA.BIN,0x90E936,dialogo,8,"Oh, man!",,
3565,STGDATA.BIN,0x90E940,dialogo,10,I knew it.,,
3566,STGDATA.BIN,0x90E94C,dialogo,11,Bad timing.,,
3567,STGDATA.BIN,0x90E958,dialogo,12,That's life.,,
3568,STGDATA.BIN,0x90E966,dialogo,22,What? What's going on?,,
3569,STGDATA.BIN,0x90E97E,dialogo,37,I knew you were after[NL]the scientists.,,
3570,STGDATA.BIN,0x90E9A4,dialogo,53,I didn't think you'd fall for[NL]that false information.,,
3571,STGDATA.BIN,0x90E9DA,dialogo,17,What do you mean?,,
3572,STGDATA.BIN,0x90E9EC,dialogo,15,We were set up?,,
3573,STGDATA.BIN,0x90E9FC,dialogo,14,It was a trap.,,
3574,STGDATA.BIN,0x90EA0C,dialogo,19,How could I have...,,
3575,STGDATA.BIN,0x90EA20,dialogo,23,We're going to give up.,,
3576,STGDATA.BIN,0x90EA38,dialogo,46,"How could I,[NL]Moneymaker, fall for such a trap?",,
3577,STGDATA.BIN,0x90EA68,dialogo,35,"Say your prayers, 'cuz[NL]here I come!",,
3578,STGDATA.BIN,0x90ED34,dialogo,10,# of turns,,
3579,STGDATA.BIN,0x90ED40,dialogo,13,NPC remaining,,
3580,STGDATA.BIN,0x90ED4E,dialogo,16,Obstacles destro,,
3581,STGDATA.BIN,0x90F120,dialogo,9,Drake M2C,,
3582,STGDATA.BIN,0x90F278,dialogo,10,Rekson M4F,,
3583,STGDATA.BIN,0x90F304,dialogo,6,Lai Fa,,
3584,STGDATA.BIN,0x90F316,dialogo,9,Prov PAW2,,
3585,STGDATA.BIN,0x90F3CC,dialogo,9,Pare PAW1,,
3586,STGDATA.BIN,0x90F450,dialogo,11,ÿÿXiang Mei,,
3587,STGDATA.BIN,0x90F504,dialogo,10,Foura M12A,,
3588,STGDATA.BIN,0x90F5A8,dialogo,10,Grapple M1,,
3589,STGDATA.BIN,0x90F64E,dialogo,11,Meledyne M1,,
3590,STGDATA.BIN,0x90F6EA,dialogo,10,ÿÿHei Fong,,
3591,STGDATA.BIN,0x90F704,dialogo,9,Shangdi 1,,
3592,STGDATA.BIN,0x90F8EA,dialogo,10,ÿÿXiao Hua,,
3593,STGDATA.BIN,0x90F904,dialogo,7,Tieqi 4,,
3594,STGDATA.BIN,0x90F9B8,dialogo,10,Enyo Mk109,,
3595,STGDATA.BIN,0x90FA70,dialogo,9,Isao W008,,
3596,STGDATA.BIN,0x90FB12,dialogo,9,Isao W008,,
3597,STGDATA.BIN,0x910B5C,dialogo,14,p[0x10]Changli Army,,
3598,STGDATA.BIN,0x910B74,dialogo,11,z[0x10]WZR Pilot,,
3599,STGDATA.BIN,0x910E96,dialogo,11,[NAME_START][0x12]Yongsai 3,,
3600,STGDATA.BIN,0x911D38,sistema,10,\[CMD]Xiao Hua,,
3601,STGDATA.BIN,0x911E2A,sistema,11,Õ[CMD]Shangdi 1,,
3602,STGDATA.BIN,0x912042,dialogo,11,á[0x1A]WZR Pilot,,
3603,STGDATA.BIN,0x91212E,dialogo,8,V[0x1B]Wude 3,,
3604,STGDATA.BIN,0x91230C,dialogo,12,G[0x1C]Tank Pilot,,
3605,STGDATA.BIN,0x916B6A,dialogo,23,@[NAME_START]2´P[0x0F][0x88][0x07]a[0x0D]í{¢3¨Ã`1#|`0´,,
3606,STGDATA.BIN,0x916F7C,dialogo,14,»o¨o[0x10][0x11][0x07][NAME_END] p[0x17]y [0x7F],,
3607,STGDATA.BIN,0x917490,dialogo,14,¨o»o[0x11][0x10][NAME_END][0x07] [0x7F][0x17]y p,,
3608,STGDATA.BIN,0x918CC0,dialogo,72,ÿG >ÿko[NAME_END]ÿk¯>ÿG`[NAME_END]5[0x90] >5ho[NAME_END]5h¯>5[0x90]`[NAME_END]KD >K°o[NAME_END]K°¯>KD`[NAME_END]5°O=5D@=ÿ³¯>5DÀ[0x02]5°Ï[0x02]ÿ³o[NAME_END],,
3609,STGDATA.BIN,0x9191A4,dialogo,72,µG`[NAME_END][NAME_END]D`[NAME_END][NAME_END]D >µG >Ë[0x93]`[NAME_END]Ë[0x93] >Ëko[NAME_END][NAME_END]ho[NAME_END][NAME_END]°o[NAME_END]Ëk¯>[NAME_END]°¯>[NAME_END]h¯>Ë³Ï[0x02]µ³o[NAME_END]Ë³O=µ³¯>ËGÀ[0x02]ËG@=,,
3610,STGDATA.BIN,0x919E31,dialogo,18,"`c[0x08].Ë[0x90]7G[0x9F]Ý:,÷í<ò<a",,
3611,STGDATA.BIN,0x91BE85,sistema,35,´R4[0x11]×n=[0x8B]Ë>[0x0D]uÈ>[0x0D]ïÔn=[0x86]ëÎ2zèÎ2[CMD]#!;ç !;,,
3612,STGDATA.BIN,0x91C31E,dialogo,8,[0x05][0x03]/o[0x17]y o,,
3613,STGDATA.BIN,0x91CE94,dialogo,47,é§0=ék >ék`[NAME_END]éSÐ[0x02]é·o[NAME_END]é{ß[0x02]éÏ?=é·¯>é{[0x1F]?ÚK[0x10]?Ú×[0x1F]?Ú×ÿ,,
3614,STGDATA.BIN,0x930D5B,dialogo,10,[0x1F] ? [0x1F]k[NAME_END]i[NAME_END]«,,
3615,STGDATA.BIN,0x930F9B,dialogo,16,[0x9F] ¿ [0x9F]u[NAME_END]s[NAME_END][0x0E][NAME_END][0x10][NAME_END][0x80]z8,,
3616,STGDATA.BIN,0x9313C6,dialogo,7,/ô'ð ôi,,
3617,STGDATA.BIN,0x93141A,dialogo,7,/ö(ð öu,,
3618,STGDATA.BIN,0x931C84,dialogo,9, à/à ç/çi,,
3619,STGDATA.BIN,0x931CA8,dialogo,9, ö/ö þ/þu,,
3620,STGDATA.BIN,0x934E50,dialogo,15,We're too late!,,
3621,STGDATA.BIN,0x934E64,dialogo,27,"No, they're still fighting.",,
3622,STGDATA.BIN,0x934E80,dialogo,9,"Wait, [NAME_START][0x04].",,
3623,STGDATA.BIN,0x934E8A,dialogo,24,Look at the two wanzers.,,
3624,STGDATA.BIN,0x934EA4,dialogo,37,I don't recognize one[NL]of the wanzers.,,
3625,STGDATA.BIN,0x934ECE,dialogo,44,Is the other from the Rapid[NL]Reaction Force!?,,
3626,STGDATA.BIN,0x934EFC,dialogo,34,Are they fighting with each other?,,
3627,STGDATA.BIN,0x934F24,dialogo,16,"No, look closer!",,
3628,STGDATA.BIN,0x934F3A,dialogo,44,Who would've thought they'd come[NL]this far...,,
3629,STGDATA.BIN,0x934F70,dialogo,29,You can't be allowed to live.,,
3630,STGDATA.BIN,0x934F8E,dialogo,60,"Tch...[NL]At this rate, the village is[NL]going to be destroyed...",,
3631,STGDATA.BIN,0x934FCC,dialogo,78,"This village has nothing to do[NL]with us![NEWLINE]If you want me, pick another[NL]location!",,
3632,STGDATA.BIN,0x93501C,dialogo,83,I can't.[NEWLINE]The villagers may[NL]already know our secret.[NEWLINE]No one must be allowed to live.,,
3633,STGDATA.BIN,0x935070,dialogo,16,You're all scum!,,
3634,STGDATA.BIN,0x935082,dialogo,25,Bark while you still can!,,
3635,STGDATA.BIN,0x9350A2,dialogo,61,That's odd...[NL]That RRF looks like its[NL]protecting the village.,,
3636,STGDATA.BIN,0x9350E0,dialogo,32,"Okay, we're siding with the RRF!",,
3637,STGDATA.BIN,0x935106,dialogo,15,He's in danger!,,
3638,STGDATA.BIN,0x935116,dialogo,41,"Wait, [NAME_START][0x06]![NL]It's too dangerous by yourself.",,
3639,STGDATA.BIN,0x935140,dialogo,39,Cover [NAME_START][0x06]!![NL][0x1A][0x02]We're siding with the RRF!,,
3640,STGDATA.BIN,0x93516E,menu,57,He sacrificed himself to save[NL]the village![NL]I'll help him!,,
3641,STGDATA.BIN,0x9351A8,menu,56,That's the only reason you're[NL]going to use to save him!?,,
3642,STGDATA.BIN,0x9351E2,dialogo,28,That's enough reason for me!,,
3643,STGDATA.BIN,0x935214,dialogo,16,This guy's good!,,
3644,STGDATA.BIN,0x935226,dialogo,16,I can't hold it!,,
3645,STGDATA.BIN,0x935238,dialogo,33,"Hey, what's up with these dudes!?",,
3646,STGDATA.BIN,0x93525A,dialogo,30,They're better than[NL]I thought.,,
3647,STGDATA.BIN,0x93527A,dialogo,26,"Nooo, these guys are good!",,
3648,STGDATA.BIN,0x935296,dialogo,22,This is how I like it.,,
3649,STGDATA.BIN,0x9352AE,dialogo,31,I'm going to keep my promise...,,
3650,STGDATA.BIN,0x9352CE,dialogo,17,I don't[NL]think so!,,
3651,STGDATA.BIN,0x9352E0,dialogo,16,This is the end.,,
3652,STGDATA.BIN,0x9352FC,dialogo,19,It's just business.,,
3653,STGDATA.BIN,0x935310,dialogo,21,Am I awsome or what!?,,
3654,STGDATA.BIN,0x935326,dialogo,12,There ya go!,,
3655,STGDATA.BIN,0x935334,dialogo,11,Forgive me.,,
3656,STGDATA.BIN,0x935340,dialogo,15,You deserve it!,,
3657,STGDATA.BIN,0x935350,dialogo,9,Not here.,,
3658,STGDATA.BIN,0x93535A,dialogo,10,I can't...,,
3659,STGDATA.BIN,0x935366,dialogo,15,I was so close.,,
3660,STGDATA.BIN,0x935376,dialogo,22,The rest is up to you.,,
3661,STGDATA.BIN,0x93538E,dialogo,31,This wasn't supposed to happen.,,
3662,STGDATA.BIN,0x9353B4,dialogo,10,It's over.,,
3663,STGDATA.BIN,0x9353C0,dialogo,29,I couldn't keep my promise...,,
3664,STGDATA.BIN,0x9353DE,dialogo,34,Ach! How could this be...[NL]Retreat!,,
3665,STGDATA.BIN,0x935404,mision,132,[NL][NL]   Winning conditions:[NL][NL]    {All enemies destroyed[NL]     or made to surrender[NL][NL][NL]   Losing conditions:[NL][NL]    {Player pilots destroyed,,
3666,STGDATA.BIN,0x93548A,dialogo,23,   Received [ITEM_START]Repair[ITEM_END]   ,,
3667,STGDATA.BIN,0x9354A2,dialogo,25,  Received [ITEM_START]Repair Max[ITEM_END]  ,,
3668,STGDATA.BIN,0x9354BC,dialogo,26,  Received [ITEM_START]Restore Low[ITEM_END]  ,,
3669,STGDATA.BIN,0x9354D8,dialogo,27,  Received [ITEM_START]Restore High[ITEM_END]  ,,
3670,STGDATA.BIN,0x9354F4,dialogo,20,Who were those guys?,,
3671,STGDATA.BIN,0x93550E,dialogo,26,"Those guys were good, man.",,
3672,STGDATA.BIN,0x93552A,dialogo,53,You were gonna take 'em[NL]on by yourself?[NL]You got guts.,,
3673,STGDATA.BIN,0x935560,dialogo,13,Who are you!?,,
3674,STGDATA.BIN,0x93556E,menu,20,Why did you save me?,,
3675,STGDATA.BIN,0x935584,dialogo,35,We're mercenaries[NL]for the Hua Lian.,,
3676,STGDATA.BIN,0x9355A8,dialogo,30,"...Hua Lian, eh?[NL]Well, thanks.",,
3677,STGDATA.BIN,0x9355C8,dialogo,11,I am [NAME_START][0x07] [0x0E][0x07].,,
3678,STGDATA.BIN,0x9355D4,dialogo,47,I want to ask you about those[NL]enemies of yours.,,
3679,STGDATA.BIN,0x935604,dialogo,24,We're with the Hua Lian.,,
3680,STGDATA.BIN,0x93561E,dialogo,49,We came here seeking information[NL]about the enemy.,,
3681,STGDATA.BIN,0x935650,dialogo,16,"...Hua Lian, eh?",,
3682,STGDATA.BIN,0x935662,dialogo,13,"Well, thanks.",,
3683,STGDATA.BIN,0x935670,dialogo,19,"Especially, to you.",,
3684,STGDATA.BIN,0x935684,dialogo,62,Don't mention it.[NL][0x1A][0x05]I just didn't want to see[NL]another tragedy.,,
3685,STGDATA.BIN,0x9356C4,dialogo,40,I wanted to ask you about those[NL]enemies.,,
3686,STGDATA.BIN,0x9356EE,dialogo,13,...Follow me.,,
3687,STGDATA.BIN,0x9359B0,dialogo,10,# of turns,,
3688,STGDATA.BIN,0x9359BC,dialogo,13,NPC remaining,,
3689,STGDATA.BIN,0x9359CA,dialogo,16,Obstacles destro,,
3690,STGDATA.BIN,0x935D9C,dialogo,9,Drake M2C,,
3691,STGDATA.BIN,0x935EF4,dialogo,10,Rekson M4F,,
3692,STGDATA.BIN,0x935F80,dialogo,6,Lai Fa,,
3693,STGDATA.BIN,0x935F92,dialogo,9,Prov PAW2,,
3694,STGDATA.BIN,0x936048,dialogo,9,Pare PAW1,,
3695,STGDATA.BIN,0x9360B2,dialogo,11,ë[0x04]Xiang Mei,,
3696,STGDATA.BIN,0x936166,dialogo,10,Foura M12A,,
3697,STGDATA.BIN,0x93620A,dialogo,10,Grapple M1,,
3698,STGDATA.BIN,0x9362B0,dialogo,11,Meledyne M1,,
3699,STGDATA.BIN,0x93634C,dialogo,10,ÿÿHei Fong,,
3700,STGDATA.BIN,0x936366,dialogo,9,Shangdi 1,,
3701,STGDATA.BIN,0x93654C,dialogo,10,ÿÿXiao Hua,,
3702,STGDATA.BIN,0x936566,dialogo,7,Tieqi 4,,
3703,STGDATA.BIN,0x93661A,dialogo,10,Enyo Mk109,,
3704,STGDATA.BIN,0x9366D2,dialogo,9,Isao W008,,
3705,STGDATA.BIN,0x936774,dialogo,9,Isao W008,,
3706,STGDATA.BIN,0x937200,dialogo,11,[0x88][0x0D]Xiang Mei,,
3707,STGDATA.BIN,0x9379C4,dialogo,12,k[0x11]Shunwang 1,,
3708,STGDATA.BIN,0x937ED8,dialogo,10,ô[0x13]Lenghe 1,,
3709,STGDATA.BIN,0x9381F6,dialogo,12,[0x84][0x15]Mingtian 1,,
3710,STGDATA.BIN,0x93A998,dialogo,28,<<HHH:Stage>> CHRNUM/TGTNUM:,,
3711,STGDATA.BIN,0x93BF44,dialogo,11,*4Xiang Mei,,
3712,STGDATA.BIN,0x943C5D,dialogo,9,[NAME_END][0x02][0x03] X3ÿ o,,
3713,STGDATA.BIN,0x956C2E,dialogo,12,@[0x80]@ó ã[0x15][0x02]b[0x02]a[0x02],,
3714,STGDATA.BIN,0x956C4A,dialogo,15, ã [0x80]@[0x80]u[0x02]v[0x02]w[0x02]@{8,,
3715,STGDATA.BIN,0x9603C0,dialogo,42, [NAME_END]U[NAME_END]V[NAME_END]W[NAME_END]X[NAME_END]Y[NAME_END]Z[NAME_END][[NAME_END]\[NAME_END]][NAME_END]^[NAME_END]_[NAME_END]`[NAME_END]a[NAME_END]b[NAME_END]c[NAME_END]d[NAME_END]e[NAME_END]f[NAME_END]g[NAME_END]h[NAME_END],,
3716,STGDATA.BIN,0x9610D8,dialogo,25,What the!?[NL]What happened?,,
3717,STGDATA.BIN,0x9610F8,dialogo,40,What this!?[NL]I'm looking for a challenge!,,
3718,STGDATA.BIN,0x961122,dialogo,48,"Entertain me![NL][0x1A][0x06]Otherwise, you're all gonna die!",,
3719,STGDATA.BIN,0x961154,dialogo,15,Changli Soldier,,
3720,STGDATA.BIN,0x961164,dialogo,56,"Take it easy, or we'll all get[NL]punished by high command.",,
3721,STGDATA.BIN,0x96119E,dialogo,24,Punishment!? Who cares!?,,
3722,STGDATA.BIN,0x9611C0,dialogo,36,We've already completed[NL]our mission.,,
3723,STGDATA.BIN,0x9611E6,dialogo,35,That has...[0x1A][0x06]nothing to do[NL]with ME!,,
3724,STGDATA.BIN,0x96120E,dialogo,27,What's up with that psycho?,,
3725,STGDATA.BIN,0x96123A,dialogo,54,He's the OCU scientist we picked[NL]up back in Australia!,,
3726,STGDATA.BIN,0x961286,dialogo,51,"Damn! All right, we have to do[NL]something about him!",,
3727,STGDATA.BIN,0x9612BA,dialogo,19,You've done enough!,,
3728,STGDATA.BIN,0x9612CE,dialogo,16,Huh? Who're you?,,
3729,STGDATA.BIN,0x9612E0,dialogo,26,What's the OCU doing here?,,
3730,STGDATA.BIN,0x9612FC,dialogo,43,"Hmph, don't mistake me for trash[NL]like them.",,
3731,STGDATA.BIN,0x961328,dialogo,18,What do you mean!?,,
3732,STGDATA.BIN,0x96133C,dialogo,52,They doubted my talents and[NL]scrapped my experiments.,,
3733,STGDATA.BIN,0x961372,dialogo,59,"But this country,[NL]that man is different.[NL]He knows my power.",,
3734,STGDATA.BIN,0x9613AE,dialogo,65,"What!? Your powers!?[NL]Who do you think are,[NL]killing the innocent!?",,
3735,STGDATA.BIN,0x961400,dialogo,59,"What a jerk, man...[NL][0x1A][0x04]Enough talk![NL]Let's spank his panties!",,
3736,STGDATA.BIN,0x96143C,dialogo,58,"Oh, you want some, too...?[NL]Everyone wants a piece of me...",,
3737,STGDATA.BIN,0x961478,dialogo,40,"Are you saying that I'm[NL]a failure, too!?",,
3738,STGDATA.BIN,0x9614A2,dialogo,40,Failure?[NL]...What are you talking about!?,,
3739,STGDATA.BIN,0x9614CC,dialogo,33,I'm not a failure![NL]I'll show you!,,
3740,STGDATA.BIN,0x9614EE,dialogo,40,Whatever![NL]You're going have it your way!,,
3741,STGDATA.BIN,0x961518,dialogo,45,You will all kneel to the power[NL]of my wanzer.,,
3742,STGDATA.BIN,0x961546,dialogo,36,"Hmph, especially that woman there...",,
3743,STGDATA.BIN,0x96156C,dialogo,45,Heheh... This wanzer was created[NL]just for me.,,
3744,STGDATA.BIN,0x96159A,dialogo,40,It's unstoppable...[NL]the ultimate weapon.,,
3745,STGDATA.BIN,0x9615C4,dialogo,29,Heheh... Come on...[NL]Try me...,,
3746,STGDATA.BIN,0x9615E4,mision,134,[NL][NL]   Winning conditions:[NL][NL]    {All enemies destroyed[NL]     or made to surrender.[NL][NL][NL]   Losing conditions:[NL][NL]    {Player pilots destroyed.,,
3747,STGDATA.BIN,0x96166C,dialogo,23,   Received [ITEM_START]Repair[ITEM_END]   ,,
3748,STGDATA.BIN,0x961684,dialogo,25,  Received [ITEM_START]Repair Max[ITEM_END]  ,,
3749,STGDATA.BIN,0x96169E,dialogo,26,  Received [ITEM_START]Restore Low[ITEM_END]  ,,
3750,STGDATA.BIN,0x9616BA,dialogo,27,  Received [ITEM_START]Restore High[ITEM_END]  ,,
3751,STGDATA.BIN,0x9616D6,dialogo,18,Dammit! Why! Why!?,,
3752,STGDATA.BIN,0x9616EA,dialogo,31,I am the ultimate im...y...r...,,
3753,STGDATA.BIN,0x96170A,dialogo,30,I...am...not a...fai...lure...,,
3754,STGDATA.BIN,0x96172A,dialogo,24,What's he talking about?,,
3755,STGDATA.BIN,0x961744,dialogo,37,He's still trying to say[NL]something...,,
3756,STGDATA.BIN,0x96176A,dialogo,35,Hmph... You...were[NL]an...im...too...,,
3757,STGDATA.BIN,0x96178E,dialogo,11,Huh? What!?,,
3758,STGDATA.BIN,0x96179A,dialogo,16,That wanzer's...,,
3759,STGDATA.BIN,0x9617B2,dialogo,44,Guinea pigs have no need to say[NL]such things.,,
3760,STGDATA.BIN,0x9617E0,dialogo,22,"Hey, it's that wanzer!",,
3761,STGDATA.BIN,0x9617F8,dialogo,40,"Hmph, this isn't worth disturbing[NL]Lukav.",,
3762,STGDATA.BIN,0x96182A,dialogo,43,I will not fight today.[NL]We'll meet again...,,
3763,STGDATA.BIN,0x961856,dialogo,21,W-Wait![NL]Who are you!?,,
3764,STGDATA.BIN,0x96186C,dialogo,46,"Hey, he said something about[NL]Lukav, didn't he?",,
3765,STGDATA.BIN,0x96189C,dialogo,18,"Yeah, they got us.",,
3766,STGDATA.BIN,0x9618B0,dialogo,51,Our last lead was destroyed right[NL]in front of us...,,
3767,STGDATA.BIN,0x9618EC,dialogo,44,(What was that scientist trying[NL]to tell me?),,
